Company,TypeName,Inches,resolution_width,resolution_height,touchscreen,cpu_brand,cpu_name,cpu_speed,Ram,memory_type,primary_storage,secondary_storage,gpu_brand,gpu_name,OpSys,Weight,Price,index
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,16,SSD,256,256,Nvidia,"GeForce GTX 1050",Windows,2.06,101179,873
Asus,Notebook,15.6,1366,768,0,Intel,"Pentium Quad Core N4200",1.1,4,SSD,180,180,Intel,"HD Graphics 505",Windows,2,23923,874
HP,Notebook,15.6,1920,1080,0,AMD,"A6-Series 9220",2.5,4,SSD,256,256,AMD,"Radeon R4",Windows,2.1,21205,875
Dell,Ultrabook,12.5,1920,1080,0,Intel,"Core i7 7600U",2.8,16,SSD,256,256,Intel,"HD Graphics 620",Windows,1.18,99048,876
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i7 7500U",2.7,6,HDD,1024,1024,Nvidia,"GeForce 940MX",Windows,2.2,42038,877
Lenovo,Ultrabook,12.5,1920,1080,0,Intel,"Core i7 7500U",2.7,16,SSD,256,256,Intel,"HD Graphics 620",Windows,1.36,95797,878
HP,Notebook,13.3,1366,768,0,Intel,"Core i3 7100U",2.4,4,Hybrid,128,128,Intel,"HD Graphics 620",Windows,1.49,42624,879
Google,Ultrabook,12.3,2400,1600,1,Intel,"Core i5 7Y57",1.2,8,SSD,256,256,Intel,"HD Graphics 615",Chrome,1.1,83064,880
HP,Notebook,15.6,1366,768,0,Intel,"Core i3 6006U",2.0,4,SSD,256,256,Intel,"HD Graphics 520",N/A,1.86,18434,881
HP,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i7 7600U",2.8,8,HDD,500,500,Intel,"HD Graphics 620",Windows,1.28,136344,882
HP,Notebook,15.6,1366,768,0,Intel,"Core i3 7100U",2.4,4,"Flash Storage",32,32,Intel,"HD Graphics 620",Windows,2.1,35617,883
MSI,Gaming,17.3,1920,1080,0,Intel,"Core i7 7700HQ",2.8,8,HDD,1024,1024,Nvidia,"GeForce GTX 1050",Windows,2.7,63499,884
Asus,Ultrabook,12.5,1920,1080,0,Intel,"Core i7 7500U",2.7,16,HDD,500,500,Intel,"HD Graphics 620",Windows,0.91,103896,885
Lenovo,"2 in 1 Convertible",13.3,3200,1800,1,Intel,"Core i7 6560U",2.2,16,SSD,256,256,Intel,"Iris Graphics 540",Windows,1.3,95851,886
Asus,Ultrabook,13.3,3200,1800,0,Intel,"Core i5 7200U",2.5,8,HDD,1024,1024,Intel,"HD Graphics 620",Windows,1.2,60153,887
Toshiba,Notebook,15.6,1920,1080,0,Intel,"Core i7 7500U",2.7,8,Hybrid,128,128,Intel,"HD Graphics 620",Windows,2,73953,888
Lenovo,Ultrabook,14,1920,1080,0,Intel,"Core i7 6600U",2.6,8,"Flash Storage",32,32,Intel,"HD Graphics 520",Windows,1.7,79333,889
Acer,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i5 8250U",1.6,1,HDD,500,500,Intel,"UHD Graphics 620",Windows,1.6,53227,890
Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7 7700HQ",2.8,8,SSD,128,128,Nvidia,"GeForce GTX 1060",Windows,2.7,85195,891
Dell,Notebook,15.6,1366,768,0,Intel,"Core i3 6006U",2.0,4,SSD,256,256,AMD,"Radeon R5 M420X",Linux,2.18,24280,892
Acer,Notebook,14,1920,1080,0,Intel,"Celeron Quad Core N3450",1.1,4,SSD,256,256,Intel,"HD Graphics 500",Windows,1.6,17529,893
HP,Notebook,14,1920,1080,0,Intel,"Core i5 6200U",2.3,8,SSD,256,256,Intel,"HD Graphics 520",Windows,1.95,63670,894
Asus,Gaming,15.6,1920,1080,0,Intel,"Core i7 6700HQ",2.6,16,Hybrid,512,512,Nvidia,"GeForce GTX 960M",Windows,2.59,71342,895
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5 7200U",2.5,8,SSD,256,256,Nvidia,"GeForce 940MX",Windows,2.3,53919,896
HP,Notebook,15.6,1920,1080,0,Intel,"Core i7 7500U",2.7,8,HDD,1024,1024,Nvidia,"GeForce 930MX",Windows,2.04,54292,897
Toshiba,Notebook,14,1920,1080,0,Intel,"Core i5 6200U",2.3,4,HDD,1024,1024,Intel,"HD Graphics 520",Windows,1.47,58874,898
Asus,Netbook,11.6,1366,768,0,Intel,"Celeron Dual Core N3060",1.6,4,HDD,1024,1024,Intel,"HD Graphics 400",Chrome,1.2,15339,899
Dell,Notebook,13.3,1366,768,0,Intel,"Core i3 6006U",2.0,4,HDD,500,500,Intel,"HD Graphics 520",Windows,1.65,45235,900
Toshiba,Notebook,13.3,1366,768,0,Intel,"Core i5 6200U",2.3,8,SSD,512,512,Intel,"HD Graphics 520",Windows,1.5,64469,901
Lenovo,Notebook,13.3,1920,1080,0,Intel,"Core i3 7100U",2.4,4,Hybrid,256,256,Intel,"HD Graphics 620",Windows,1.44,39161,902
Dell,Gaming,17.3,3840,2160,0,Intel,"Core i7 7700HQ",2.8,16,SSD,256,256,Nvidia,"GeForce GTX 1070",Windows,4.36,168045,903
Lenovo,Workstation,15.6,1920,1080,0,Intel,"Core i7 6500U",2.5,16,"Flash Storage",256,256,Nvidia,"Quadro M520M",Windows,2.18,98834,904
Dell,Notebook,13.3,1920,1080,1,Intel,"Core i5 6200U",2.3,8,SSD,512,512,Intel,"HD Graphics 520",Windows,1.62,34579,905
Dell,Ultrabook,13.3,1920,1080,0,Intel,"Core i5 8250U",1.6,4,SSD,512,512,AMD,"Radeon 530",Windows,1.4,43602,906
Asus,Gaming,17.3,1920,1080,0,Intel,"Core i5 7300HQ",2.5,12,SSD,512,512,Nvidia,"GeForce GTX 1050",Windows,2.2,72988,907
MSI,Gaming,17.3,1920,1080,0,Intel,"Core i7 6820HK",2.7,16,"Flash Storage",16,16,Nvidia,"GeForce GTX 970M",Windows,4.14,117163,908
Acer,Notebook,15.6,1920,1080,0,Intel,"Core i3 7100U",2.4,4,Hybrid,128,128,Intel,"HD Graphics 620",Windows,2.4,26587,909
HP,Notebook,15.6,1920,1080,0,Intel,"Core i7 6500U",2.5,8,SSD,512,512,Intel,"HD Graphics 520",Windows,1.84,65481,910
HP,Notebook,13.3,3200,1800,1,Intel,"Core M 6Y54",1.1,8,SSD,256,256,Intel,"HD Graphics 515",Windows,1.16,90523,911
Toshiba,Ultrabook,13.3,1920,1080,1,Intel,"Core i7 7500U",2.7,32,SSD,240,240,Intel,"HD Graphics 620",Windows,1.05,149131,912
HP,Notebook,15.6,1366,768,0,Intel,"Core i3 7100U",2.4,4,SSD,256,256,Intel,"HD Graphics 620",Windows,2.04,41025,913
HP,Netbook,12.5,1920,1080,0,Intel,"Core i5 6200U",2.3,8,SSD,256,256,Intel,"HD Graphics 520",Windows,1.26,88924,914
Acer,Netbook,11.6,1366,768,0,Intel,"Celeron Dual Core N3060",1.6,4,HDD,1024,1024,Intel,"HD Graphics 400",Chrome,1.25,15824,915
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i3 6006U",2.0,4,SSD,128,128,Intel,"HD Graphics 520",N/A,2.2,24988,916
Samsung,Ultrabook,15,1920,1080,0,Intel,"Core i7 7500U",2.7,16,SSD,256,256,Nvidia,"GeForce 940MX",Windows,1.23,98515,917
Dell,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i5 7Y54",1.2,8,Hybrid,256,256,Intel,"HD Graphics 615",Windows,1.24,101179,918
Lenovo,Notebook,13.3,1920,1080,0,Intel,"Core i5 7200U",2.5,4,Hybrid,128,128,Intel,"HD Graphics 620",Windows,1.44,46940,919
HP,Netbook,12.5,1366,768,0,Intel,"Core i5 6200U",2.3,4,Hybrid,128,128,Intel,"HD Graphics 520",Windows,2.4,85195,920
Dell,Notebook,15.6,1366,768,0,Intel,"Core i5 6200U",2.3,4,HDD,1024,1024,AMD,"Radeon R5 M315",Windows,2.24,40980,921
Lenovo,Notebook,17.3,3840,2160,0,Intel,"Core i7 6820HQ",2.7,16,SSD,256,256,Nvidia,"Quadro 3000M",Windows,2.4,158135,922
Dell,Notebook,15.6,1366,768,0,Intel,"Core i3 6006U",2.0,4,Others,NULL,NULL,Intel,"HD Graphics 520",Windows,2.18,29762,923
HP,"2 in 1 Convertible",11.6,1366,768,1,Intel,"Pentium Quad Core N4200",1.1,4,Others,NULL,NULL,Intel,"HD Graphics 505",Windows,1.45,41292,924
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5 7200U",2.5,8,SSD,512,512,Intel,"HD Graphics 620",Windows,2.3,45323,925
Lenovo,Notebook,17.3,1600,900,0,AMD,"A4-Series 7210",2.2,4,HDD,500,500,AMD,"Radeon R3",Windows,2.8,20193,926
HP,Notebook,13.3,1920,1080,0,Intel,"Core i5 7200U",2.5,8,SSD,256,256,Intel,"HD Graphics 620",Windows,1.49,51149,927
Lenovo,Notebook,15.6,1366,768,0,Intel,"Core i3 6006U",2.0,4,SSD,256,256,Intel,"HD Graphics 520",Windows,2.1,22857,928
Toshiba,Notebook,14,1920,1080,0,Intel,"Core i5 6200U",2.3,8,HDD,1024,1024,Intel,"HD Graphics 520",Windows,1.47,79387,929
Lenovo,Notebook,14,2560,1440,0,Intel,"Core i7 6600U",2.6,16,HDD,500,500,Intel,"HD Graphics 520",Windows,1.1,139594,930
HP,Notebook,14,1920,1080,0,Intel,"Core i5 7200U",2.5,4,HDD,1024,1024,Intel,"HD Graphics 620",Windows,1.95,67399,931
HP,Ultrabook,13.3,1920,1080,0,Intel,"Core i7 6500U",2.5,8,HDD,500,500,Intel,"HD Graphics 520",Windows,1.16,104908,932
Dell,Ultrabook,13.3,3200,1800,0,Intel,"Core i7 6500U",2.5,8,HDD,1024,1024,Intel,"HD Graphics 520",Windows,1.3,67559,933
MSI,Gaming,17.3,1920,1080,0,Intel,"Core i7 7700HQ",2.8,16,SSD,1024,1024,Nvidia,"GeForce GTX 1050 Ti",Windows,2.7,85195,934
HP,Notebook,15.6,1920,1080,0,Intel,"Core i7 7500U",2.7,8,SSD,128,128,Nvidia,"GeForce 940MX",Windows,1.91,52161,935
Acer,Notebook,13.3,1366,768,0,Intel,"Core i5 6200U",2.3,4,SSD,256,256,Intel,"HD Graphics 520",Windows,1.6,34898,936
HP,Notebook,14,1920,1080,0,Intel,"Core i7 6500U",2.5,8,HDD,1024,1024,Intel,"HD Graphics 520",Windows,1.43,118761,937
Lenovo,"2 in 1 Convertible",10.1,1920,1200,1,Intel,"Atom x5-Z8550",1.4,4,Hybrid,128,128,Intel,"HD Graphics 400",Android,0.69,29251,938
Lenovo,Notebook,14,1920,1080,0,Intel,"Core i5 6300HQ",2.3,8,Others,NULL,NULL,Intel,"HD Graphics 520",Windows,1.8,63456,939
Dell,Ultrabook,12.5,1920,1080,0,Intel,"Core i7 7600U",2.8,8,Hybrid,512,512,Intel,"HD Graphics 620",Windows,1.6,90043,940
Dell,Gaming,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,16,Hybrid,128,128,Nvidia,"GeForce GTX 1050 Ti",Windows,2.6,71875,941
Acer,"2 in 1 Convertible",11.6,1366,768,1,Intel,"Celeron Dual Core N3060",1.6,4,HDD,1024,1024,Intel,"HD Graphics 400",Chrome,1.25,20726,942
Dell,Notebook,15.6,1366,768,0,Intel,"Core i3 6006U",2.0,4,HDD,500,500,AMD,"Radeon R5 M420",Linux,2.18,24775,943
Acer,Notebook,15.6,1920,1080,0,Intel,"Core i5 7200U",2.5,8,SSD,256,256,Nvidia,"GeForce GTX 950M",Windows,2.4,42571,944
Dell,"2 in 1 Convertible",15.6,1920,1080,1,Intel,"Core i3 6100U",2.3,4,SSD,256,256,Intel,"HD Graphics 520",Windows,2.08,42410,945
Asus,Gaming,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,8,Hybrid,512,512,Nvidia,"GeForce GTX 1050",Windows,1.99,71928,946
Dell,"2 in 1 Convertible",15.6,1920,1080,1,Intel,"Core i5 7200U",2.7,8,SSD,256,256,Intel,"HD Graphics 620",Windows,2.3,58288,947
MSI,Gaming,15.6,1920,1080,0,Intel,"Core i5 7300HQ",2.5,8,HDD,1024,1024,Nvidia,"GeForce GTX 1050",Windows,2.2,59669,948
Asus,Notebook,17.3,1366,768,0,Intel,"Pentium Quad Core N4200",1.1,4,HDD,1024,1024,Nvidia,"GeForce 920MX",Windows,2.8,25060,949
Toshiba,Notebook,13.3,1920,1080,0,Intel,"Core i5 6300U",2.4,8,"Flash Storage",32,32,Intel,"HD Graphics 520",Windows,1.2,81785,950
HP,Notebook,17.3,1920,1080,0,AMD,"A10-Series 9620P",2.5,6,SSD,8,8,AMD,"Radeon 530",Windows,2.71,34899,951
MSI,Gaming,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,8,SSD,256,256,Nvidia,"GeForce GTX 1050",Windows,2.2,63883,952
HP,Notebook,15.6,1366,768,0,Intel,"Core i5 7200U",2.5,4,SSD,256,256,Intel,"HD Graphics 620",Windows,2.04,52161,953
Acer,Notebook,15.6,1366,768,0,AMD,"A10-Series 9620P",2.5,8,"Flash Storage",64,64,AMD,"Radeon RX 540",Windows,2.2,30849,954
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5 7200U",2.5,8,SSD,256,256,AMD,"Radeon R7 M445",Windows,2.36,34035,955
Lenovo,Ultrabook,12.5,1920,1080,0,Intel,"Core i5 7300U",2.6,8,Hybrid,512,512,Intel,"HD Graphics 620",Windows,1.36,93773,956
Lenovo,Gaming,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,8,SSD,256,256,Nvidia,"GeForce GTX 1050 Ti",Windows,2.5,66547,957
Toshiba,Ultrabook,13.3,1920,1080,0,Intel,"Core i5 6200U",2.3,8,SSD,256,256,Intel,"HD Graphics 520",Windows,1.2,84715,958
Dell,Gaming,17.3,2560,1440,0,Intel,"Core i7 6820HK",2.7,16,SSD,256,256,Nvidia,"GeForce GTX 1080",Windows,4.36,146946,959
Dell,Ultrabook,13.3,3200,1800,1,Intel,"Core i7 7500U",2.7,16,"Flash Storage",32,32,Intel,"HD Graphics 620",Windows,1.2,120093,960
Dell,Notebook,15.6,1366,768,0,Intel,"Core i5 7200U",2.5,4,SSD,256,256,AMD,"Radeon R5 M420",Windows,2.18,36496,961
MSI,Gaming,17.3,1920,1080,0,Intel,"Core i7 6700HQ",2.6,8,SSD,256,256,Nvidia,"GeForce GTX 965M",Windows,2.6,85195,962
HP,"2 in 1 Convertible",13.3,3200,1800,1,Intel,"Core i7 7500U",2.7,16,Hybrid,128,128,Intel,"HD Graphics 620",Windows,1.42,74539,963
HP,Notebook,15.6,1920,1080,0,Intel,"Core i5 7300U",2.6,8,SSD,512,512,AMD,"Radeon R7 M465",Windows,1.84,71875,964
HP,Gaming,17.3,1920,1080,0,Intel,"Core i5 6300HQ",2.3,8,HDD,1024,1024,Nvidia,"GeForce GTX 965M",Windows,2.75,74539,965
Dell,Ultrabook,13.3,1920,1080,0,Intel,"Core i7 7560U",2.4,8,HDD,1024,1024,Intel,"Iris Plus Graphics 640",Windows,1.23,73473,966
HP,Notebook,13.3,1920,1080,0,Intel,"Core i5 7200U",2.5,8,HDD,500,500,Intel,"HD Graphics 620",Windows,1.11,61219,967
HP,Ultrabook,12.5,1920,1080,0,Intel,"Core i7 6500U",2.5,8,HDD,500,500,Intel,"HD Graphics 520",Windows,1.26,71875,968
Acer,Notebook,15.6,1920,1080,0,Intel,"Core i5 7200U",2.5,12,Hybrid,256,256,Nvidia,"GeForce GTX 950M",Windows,2.4,53760,969
HP,Ultrabook,15.6,1920,1080,0,Intel,"Core i7 6500U",2.5,8,SSD,256,256,AMD,"Radeon R7 M365X",Windows,1.84,69104,970
HP,Notebook,15.6,1366,768,0,Intel,"Pentium Quad Core N3710",1.6,4,SSD,512,512,Intel,"HD Graphics 405",Windows,1.96,26640,971
HP,Notebook,15.6,1366,768,0,Intel,"Core i3 6100U",2.3,4,SSD,256,256,Intel,"HD Graphics 520",Windows,2.31,37570,972
Toshiba,Notebook,13.3,1920,1080,0,Intel,"Core i5 7200U",2.5,4,Hybrid,256,256,Intel,"HD Graphics 620",Windows,1.05,68465,973
Asus,Notebook,17.3,1600,900,0,Intel,"Pentium Quad Core N3710",1.6,4,SSD,256,256,Nvidia,"GeForce 920MX",Windows,2.8,28238,974
Lenovo,Gaming,17.3,1920,1080,0,Intel,"Core i7 6820HK",2.7,16,Hybrid,256,256,Nvidia,"GeForce GTX 980M",Windows,4.6,146519,975
Lenovo,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i5 7200U",2.5,8,Hybrid,128,128,Intel,"HD Graphics 620",Windows,1.37,97236,976
Asus,Notebook,15.6,1366,768,0,Intel,"Pentium Quad Core N4200",1.1,4,Others,508,508,Intel,"HD Graphics 505",Linux,2,21258,977
HP,Notebook,15.6,1366,768,0,Intel,"Core i5 7200U",2.5,4,Hybrid,512,512,Intel,"HD Graphics 620",N/A,1.96,26587,978
HP,Notebook,14,1920,1080,0,Intel,"Core i7 7500U",2.7,8,Others,NULL,NULL,Nvidia,"GeForce 930MX",Windows,1.64,63160,979
HP,Notebook,15.6,1366,768,0,Intel,"Core i5 7200U",2.5,4,Hybrid,256,256,Intel,"HD Graphics 620",Windows,2.04,39534,980
Razer,Ultrabook,12.5,3840,2160,1,Intel,"Core i7 6500U",2.5,8,SSD,512,512,Intel,"HD Graphics 520",Windows,1.25,54825,981
Lenovo,Gaming,15.6,1920,1080,0,Intel,"Core i5 7300HQ",2.5,8,SSD,128,128,Nvidia,"GeForce GTX 1050",N/A,2.5,54186,982
Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7 6700HQ",2.6,16,SSD,256,256,Nvidia,"GeForce GTX 980M",Windows,4.3,122491,983
Acer,Notebook,15.6,1366,768,0,AMD,"A8-Series 7410",2.2,8,SSD,256,256,AMD,"Radeon R5",Windows,2.4,23923,984
Xiaomi,Ultrabook,13.3,1920,1080,0,Intel,"Core i5 6200U",2.3,8,HDD,500,500,Nvidia,"GeForce 940MX",Windows,1.28,49817,985
Samsung,Ultrabook,15,1920,1080,0,Intel,"Core i7 7500U",2.7,8,HDD,500,500,Intel,"HD Graphics 620",Windows,1.17,90523,986
Apple,Ultrabook,12,2304,1440,0,Intel,"Core M",1.1,8,HDD,1024,1024,Intel,"HD Graphics 515",Mac,0.92,69264,987
HP,Workstation,17.3,1920,1080,0,Intel,"Core i7 6700HQ",2.6,8,Hybrid,128,128,Nvidia,"Quadro M3000M",Windows,3,210424,988
Lenovo,Gaming,15.6,1920,1080,0,Intel,"Core i5 7300HQ",2.5,8,HDD,1024,1024,Nvidia,"GeForce GTX 1050",Windows,2.4,43636,989
Toshiba,Ultrabook,13.3,1920,1080,0,Intel,"Core i7 7500U",2.7,16,SSD,128,128,Intel,"HD Graphics 620",Windows,1.05,118601,990
HP,Notebook,15.6,1366,768,0,Intel,"Core i5 6200U",2.3,4,SSD,512,512,Intel,"HD Graphics 520",N/A,2.1,25414,991
Dell,Notebook,15.6,1366,768,0,Intel,"Core i3 6100U",2.3,4,Hybrid,128,128,Intel,"HD Graphics 520",Windows,2.06,25680,992
Toshiba,Ultrabook,12.5,1920,1080,1,Intel,"Core i7 7500U",2.7,8,SSD,128,128,Intel,"HD Graphics 620",Windows,1.1,95371,993
Dell,Notebook,15.6,1366,768,0,Intel,"Core i5 7200U",2.5,8,SSD,256,256,AMD,"Radeon R7 M445",Windows,2.5,41772,994
Dell,Notebook,15.6,1366,768,0,Intel,"Core i5 7200U",2.5,4,Others,NULL,NULL,Intel,"HD Graphics 520",Linux,2.18,27805,995
Dell,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i7 7500U",2.7,12,SSD,256,256,Intel,"HD Graphics 620",Windows,1.6,69211,996
HP,Workstation,15.6,1920,1080,0,Intel,"Core i7 6500U",2.5,8,SSD,256,256,AMD,"FirePro W4190M",Windows,1.9,79654,997
Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7 7700HQ",2.8,16,HDD,500,500,Nvidia,"GeForce GTX 1050 Ti",Windows,2.99,93187,998
Lenovo,Ultrabook,14,1920,1080,0,Intel,"Core i5 7200U",2.5,8,Hybrid,256,256,Intel,"HD Graphics 620",Windows,1.32,95851,999
Dell,Gaming,15.6,3840,2160,0,Intel,"Core i7 7700HQ",2.8,8,SSD,512,512,Nvidia,"GeForce GTX 1050 Ti",Windows,2.62,79813,1000
